Glottocode,Code,Code_Orig,Sentences,Notes,CC_Pages,CC_Urls,Name,Script,Script_Type,Bytes_Per_Char,Family,Full_Classification,Minimal_Full_Classification,combined_t_0.0000_bpp,combined_t_0.0000_pps,combined_t_0.2578_bpp,combined_t_0.2578_pps,combined_t_0.4688_bpp,combined_t_0.4688_pps,combined_t_0.9375_bpp,combined_t_0.9375_pps,norm_entropy_t_0.4072_bpp,norm_entropy_t_0.4072_pps,norm_entropy_t_0.5293_bpp,norm_entropy_t_0.5293_pps,norm_entropy_t_0.7222_bpp,norm_entropy_t_0.7222_pps,norm_entropy_t_1.0371_bpp,norm_entropy_t_1.0371_pps,raw_entropy_t_1.1904_bpp,raw_entropy_t_1.1904_pps,raw_entropy_t_1.3340_bpp,raw_entropy_t_1.3340_pps,raw_entropy_t_1.4946_bpp,raw_entropy_t_1.4946_pps,raw_entropy_t_1.7988_bpp,raw_entropy_t_1.7988_pps,raw_monotonicity_t_0.2359_bpp,raw_monotonicity_t_0.2359_pps,raw_monotonicity_t_0.3662_bpp,raw_monotonicity_t_0.3662_pps,raw_monotonicity_t_0.5928_bpp,raw_monotonicity_t_0.5928_pps,raw_monotonicity_t_0.9496_bpp,raw_monotonicity_t_0.9496_pps,combined_t_0.0000_pps_premium,combined_t_0.2578_pps_premium,combined_t_0.4688_pps_premium,combined_t_0.9375_pps_premium,norm_entropy_t_0.4072_pps_premium,norm_entropy_t_0.5293_pps_premium,norm_entropy_t_0.7222_pps_premium,norm_entropy_t_1.0371_pps_premium,raw_entropy_t_1.1904_pps_premium,raw_entropy_t_1.3340_pps_premium,raw_entropy_t_1.4946_pps_premium,raw_entropy_t_1.7988_pps_premium,raw_monotonicity_t_0.2359_pps_premium,raw_monotonicity_t_0.3662_pps_premium,raw_monotonicity_t_0.5928_pps_premium,raw_monotonicity_t_0.9496_pps_premium
lomb1257,lmo,lmo_Latn,997,[1],,,Lombard,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Italian > Piemontese-Lombard,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Italian > Piemontese-Lombard,2.1055,69.3049,2.5162,57.994,2.983,48.9178,4.7874,30.4804,2.8251,51.652,3.2275,45.2126,4.0678,35.8726,5.7766,25.2608,1.2615,115.669,1.3247,110.1515,1.42,102.7583,1.7195,84.8636,2.4423,59.7472,2.7106,53.8345,3.3222,43.9228,4.8464,30.1093,1.9357,1.7671,1.6054,1.3219,1.4389,1.3781,1.2551,1.1014,3.174,3.3584,3.5526,3.6374,1.6585,1.6431,1.542,1.3127
east2282,ltg,ltg_Latn,997,,,,Latgalian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Eastern Baltic > Latvian,Indo-European > Balto-Slavic > Eastern Baltic > Latvian,2.0535,64.3581,2.6608,49.669,3.3322,39.661,6.2559,21.1254,2.7642,47.8104,3.3741,39.1685,4.9066,26.9348,7.9027,16.7232,1.0941,120.7964,1.1134,118.6941,1.1403,115.8947,1.2202,108.3099,2.5841,51.1434,2.9613,44.6279,3.8488,34.337,6.3524,20.8044,1.7975,1.5134,1.3016,0.9162,1.3319,1.1939,0.9424,0.7292,3.3147,3.6189,4.0068,4.6423,1.4197,1.3621,1.2055,0.907
luxe1241,ltz,ltz_Latn,997,,7189640.0,7155303.0,Luxembourgish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > High German > Middle German > West Middle German > Middle Franconian,Indo-European > Germanic > West Germanic > High German > Middle German > West Middle German,2.1815,66.5858,2.6466,54.8847,3.1463,46.1685,4.5964,31.6028,3.06,47.4704,3.6012,40.337,4.7053,30.8716,6.5327,22.2357,1.235,117.6189,1.2903,112.5807,1.3751,105.6359,1.6588,87.5687,2.5767,56.3741,2.8733,50.5557,3.4744,41.8084,4.6289,31.3811,1.8598,1.6723,1.5152,1.3706,1.3224,1.2295,1.0801,0.9695,3.2275,3.4325,3.6521,3.7533,1.5649,1.5431,1.4678,1.3682
luba1249,lua,lua_Latn,997,,,,Luba-Kasai,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > Luban > Luba-Kaonde > Lubaic > Bangubangu-Kasai,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > Luban,1.919,70.5105,2.2441,60.2949,2.6851,50.3922,5.2702,25.674,2.6794,50.4995,3.0734,44.0251,3.9814,33.985,6.7837,19.9458,1.1162,121.2207,1.1464,118.0321,1.2025,112.5226,1.4295,94.653,2.2011,61.4724,2.4375,55.5105,3.0808,43.9188,5.3898,25.1043,1.9694,1.8372,1.6538,1.1135,1.4068,1.3419,1.189,0.8697,3.3264,3.5987,3.8902,4.057,1.7064,1.6943,1.5418,1.0945
gand1255,lug,lug_Latn,997,,370540.0,368633.0,Ganda,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > West Nyanza > North Nyanza,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > West Nyanza,1.9826,65.4925,2.3558,55.1163,2.8408,45.7071,5.7594,22.5446,2.6624,48.7693,3.1086,41.7683,4.2717,30.3962,7.7074,16.8465,1.0949,118.5898,1.1183,116.1023,1.1553,112.3852,1.3046,99.5266,2.3034,56.3691,2.5652,50.6179,3.2739,39.66,5.884,22.0672,1.8292,1.6794,1.5,0.9778,1.3586,1.2731,1.0635,0.7345,3.2542,3.5399,3.8854,4.2659,1.5648,1.545,1.3923,0.9621
luok1236,luo,luo_Latn,997,,,,Luo,Latn,Alphabet,1 byte,Nilotic,Nilotic > Western Nilotic > Lwoo > Southern Lwoo > Adhola-Alur-Luo > Adhola-Luo,Nilotic > Lwoo,2.0102,65.8305,2.3694,55.8506,2.7882,47.4614,4.9277,26.8546,2.7058,48.9057,3.1358,42.1996,4.0827,32.4122,6.3745,20.7593,1.1079,119.4463,1.1323,116.8696,1.1717,112.9438,1.3374,98.9458,2.3191,57.0612,2.5526,51.8425,3.0994,42.6961,5.0226,26.347,1.8387,1.7018,1.5576,1.1647,1.3624,1.2863,1.134,0.9051,3.2777,3.5633,3.9047,4.241,1.584,1.5823,1.4989,1.1487
lush1249,lus,lus_Latn,997,,,,Mizo,Latn,Alphabet,1 byte,Sino-Tibetan,Sino-Tibetan > Kuki-Chin-Naga > Kuki-Chin > Central Kuki-Chin > Core Central Kuki-Chin > Mizoic,Sino-Tibetan > Kuki-Chin-Naga > Kuki-Chin,2.0554,66.8225,2.4321,56.4724,2.8764,47.7492,5.2585,26.1184,2.6797,51.2538,3.0552,44.9539,3.8922,35.2869,5.9476,23.0923,1.1491,119.5226,1.1799,116.4052,1.2263,111.998,1.4025,97.9278,2.3716,57.9117,2.6169,52.4845,3.2356,42.4473,5.3464,25.6891,1.8664,1.7207,1.5671,1.1328,1.4278,1.3702,1.2346,1.0069,3.2798,3.5491,3.872,4.1973,1.6076,1.6019,1.4902,1.12
stan1325,lvs,lvs_Latn,997,,187747266.0,186329970.0,Standard Latvian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Eastern Baltic > Latvian > Low Latvian,Indo-European > Balto-Slavic > Eastern Baltic > Latvian > Low Latvian,2.1218,66.3581,2.6505,53.1224,3.2183,43.7503,5.6902,24.7442,2.708,51.995,3.3097,42.5416,4.7989,29.34,7.8546,17.9258,1.1059,127.317,1.1303,124.5657,1.1633,121.0401,1.2494,112.6901,2.5788,54.5988,2.8956,48.6249,3.6629,38.4393,5.77,24.4022,1.8534,1.6186,1.4358,1.0732,1.4485,1.2967,1.0265,0.7816,3.4937,3.7979,4.1846,4.8301,1.5156,1.4841,1.3495,1.0639
maga1260,mag,mag_Deva,997,,,,Magahi,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari > Magadhan,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari,2.3536,132.2467,2.5375,122.662,2.7231,114.3009,3.7497,83.008,3.4925,89.1204,3.6849,84.4674,4.15,75.001,5.0595,61.5186,3.211,96.9338,3.3587,92.672,3.5327,88.1063,4.1733,74.5827,2.4556,126.7503,2.586,120.3601,2.9304,106.2136,3.7303,83.4393,3.6937,3.7375,3.7512,3.6001,2.4827,2.5746,2.6241,2.6823,2.6599,2.8255,3.046,3.1967,3.5185,3.6736,3.7288,3.6378
mait1250,mai,mai_Deva,997,,,,Maithili,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari > Magadhan,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari,2.3721,134.5416,2.5552,124.9037,2.7512,116.004,3.6599,87.2016,3.478,91.7633,3.6434,87.5978,4.0213,79.3651,4.8393,65.9498,3.191,100.015,3.3299,95.8455,3.4856,91.5627,3.9782,80.2257,2.4752,128.9408,2.6116,122.2066,2.9471,108.2919,3.6383,87.7202,3.7578,3.8058,3.8071,3.782,2.5563,2.6701,2.7768,2.8755,2.7445,2.9223,3.1655,3.4386,3.5793,3.73,3.8018,3.8244
mala1464,mal,mal_Mlym,997,,42323749.0,42163531.0,Malayalam,Mlym,Abugida,3 bytes,Dravidian,Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Tamil-Kota > Tamil-Toda > Tamil-Irula > Tamil-Kodagu > Tamil-Malayalam > Malayalamoid,Dravidian > South Dravidian I > Tamil-Kota > Malayalamoid,2.0527,191.2277,2.2756,172.4955,2.5987,151.0481,3.7029,106.006,3.7132,105.7121,3.8678,101.4885,4.124,95.1825,4.6777,83.9168,3.2502,120.7723,3.4574,113.5336,3.6428,107.7573,3.9927,98.3139,2.191,179.1555,2.391,164.1715,2.8446,137.992,3.6987,106.1284,5.341,5.2559,4.9572,4.5975,2.9449,3.0935,3.3302,3.6589,3.3141,3.4616,3.7254,4.2139,4.9732,5.0108,4.8445,4.627
mara1378,mar,mar_Deva,997,,39315064.0,39068391.0,Marathi,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone > Marathic > Marathi-Konkani > Old-Modern Marathi > Modern Marathi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone > Old-Modern Marathi,2.3729,141.8857,2.5997,129.5115,2.8247,119.1956,3.7664,89.3912,3.5028,96.1194,3.7179,90.5577,4.1584,80.9659,5.0675,66.4403,3.1311,107.5306,3.3116,101.67,3.5164,95.7482,4.1481,81.1665,2.5186,133.679,2.6729,125.9649,3.0064,111.99,3.7531,89.7101,3.9629,3.9462,3.9118,3.8769,2.6777,2.7603,2.8328,2.8969,2.9507,3.0998,3.3102,3.4789,3.7108,3.8447,3.9316,3.9112
mori1278,mfe,mfe_Latn,997,,234376.0,233209.0,Mauritian Creole,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Isle-de-France Creole,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Isle-de-France Creole,2.1129,55.9649,2.5426,46.5065,2.9876,39.5787,5.0396,23.4634,2.8511,41.4744,3.3333,35.4744,4.3304,27.3059,5.959,19.8435,1.1318,104.4744,1.1601,101.9288,1.2009,98.4644,1.3469,87.7934,2.485,47.5848,2.7368,43.2066,3.3366,35.4393,5.1115,23.1334,1.5631,1.417,1.2989,1.0176,1.1554,1.0813,0.9554,0.8652,2.8668,3.1077,3.4042,3.763,1.3209,1.3187,1.2442,1.0086
gras1239,mhr,mhr_Cyrl,997,,,,Meadow Mari,Cyrl,Alphabet,2 bytes,Uralic,Uralic > Mari > Eastern Mari,Uralic > Mari,2.011,120.2156,2.3254,103.9629,2.7299,88.5587,4.8854,49.4865,3.0393,79.5456,3.4097,70.9037,4.1094,58.8305,5.9257,40.7984,1.7495,138.1886,1.9857,121.7492,2.3585,102.5045,3.495,69.1725,2.2769,106.1775,2.5024,96.6128,3.0766,78.5797,4.9732,48.6128,3.3577,3.1677,2.9064,2.1462,2.216,2.1612,2.0583,1.7789,3.792,3.712,3.5438,2.9648,2.9474,2.9488,2.7587,2.1194
mina1268,min,min_Arab,997,,,,Minangkabau (Jawi script),Arab,Abjad,2 bytes,Austronesian,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Northern Sumatra Malay > Kerinci-Minangkabau > Minangkabauic,Austronesian > Malayo-Chamic > Malayic > Northern Sumatra Malay,1.9567,111.7984,2.3818,91.8415,2.9351,74.5286,6.256,34.9669,2.97,73.654,3.2673,66.9519,3.8733,56.4774,5.5942,39.1033,1.3042,167.7262,1.4727,148.5346,1.8158,120.4694,2.8077,77.9107,2.3306,93.8616,2.6326,83.0943,3.4073,64.2006,6.4086,34.1344,3.1226,2.7984,2.4459,1.5165,2.0518,2.0408,1.976,1.705,4.6025,4.5287,4.1649,3.3394,2.6055,2.5362,2.2539,1.4882
mina1268,min,min_Latn,997,,,,Minangkabau (Latin script),Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Northern Sumatra Malay > Kerinci-Minangkabau > Minangkabauic,Austronesian > Malayo-Chamic > Malayic > Northern Sumatra Malay,2.0954,63.8154,2.418,55.3019,2.7785,48.1264,4.4865,29.8044,2.7193,49.1745,3.1222,42.8285,4.0605,32.9318,6.3088,21.1956,1.2478,107.1625,1.321,101.2287,1.4427,92.6861,1.7836,74.9689,2.3715,56.3862,2.5789,51.8516,3.0608,43.6871,4.5569,29.344,1.7824,1.685,1.5794,1.2926,1.3699,1.3055,1.1522,0.9242,2.9406,3.0864,3.2044,3.2133,1.5652,1.5826,1.5337,1.2793
mace1250,mkd,mkd_Cyrl,997,,60622784.0,60352079.0,Macedonian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic > Macedo-Bulgarian,Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic,2.0944,113.8245,2.4497,97.3159,2.9184,81.6851,5.357,44.5005,3.5475,67.2006,4.0202,59.2979,4.8772,48.8786,6.5472,36.4112,3.0623,77.8475,3.7202,64.0802,4.635,51.4333,6.796,35.0782,2.3421,101.7854,2.6319,90.5767,3.3527,71.1033,5.4588,43.671,3.1792,2.9652,2.6808,1.93,1.8721,1.8075,1.7101,1.5876,2.1362,1.9538,1.7782,1.5035,2.8255,2.7646,2.4962,1.904
malt1254,mlt,mlt_Latn,997,,6964896.0,6886190.0,Maltese,Latn,Alphabet,1 byte,Afro-Asiatic,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Arabian > Arabic > North African Arabic > Western Middle Arabic > Maghrebi > Malta-Tunisian Arabic,Afro-Asiatic > Semitic > Central Semitic > Arabian > North African Arabic > Malta-Tunisian Arabic,2.0384,71.5296,2.534,57.5406,3.0902,47.1836,5.8843,24.7793,2.7883,52.2939,3.3253,43.8485,4.5301,32.1866,6.8772,21.2016,1.1034,132.1424,1.1221,129.9398,1.1467,127.1555,1.2271,118.8275,2.4651,59.1494,2.7785,52.4774,3.5304,41.3009,5.9784,24.3892,1.9978,1.7532,1.5485,1.0747,1.4568,1.3365,1.1261,0.9244,3.6261,3.9618,4.3961,5.0931,1.6419,1.6017,1.4499,1.0633
mani1292,mni,mni_Beng,997,,,,"Meitei (Manipuri, Bengali script)",Beng,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Kuki-Chin-Naga,Sino-Tibetan > Kuki-Chin-Naga,2.2717,153.4072,2.5158,138.5206,2.7519,126.6379,3.6787,94.7312,3.4844,100.015,3.6739,94.8566,4.0835,85.341,5.0635,68.8235,3.0796,113.1615,3.2452,107.3862,3.3986,102.5396,3.8771,89.8837,2.4342,143.1635,2.6015,133.9549,2.9284,119.005,3.6633,95.1304,4.2847,4.2207,4.1561,4.1085,2.7862,2.8913,2.9859,3.0008,3.1052,3.2741,3.545,3.8525,3.9741,4.0886,4.1779,4.1475
mani1292,mni,mni_Mtei,997,dev only,,,"Meitei (Manipuri, Meitei script)",Mtei,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Kuki-Chin-Naga,Sino-Tibetan > Kuki-Chin-Naga,2.5272,128.5055,2.7419,118.4403,2.9047,111.8024,3.2744,99.1795,2.8777,112.8536,2.941,110.4253,3.0676,105.8676,3.5376,91.8014,1.6838,192.8706,1.8819,172.5677,2.1398,151.7713,2.5395,127.8806,2.7038,120.1103,2.8,115.9829,2.977,109.0883,3.2856,98.8425,3.5892,3.6088,3.6692,4.3015,3.1438,3.3659,3.704,4.0027,5.2925,5.2615,5.2471,5.4811,3.3342,3.54,3.8297,4.3093
moss1236,mos,mos_Latn,997,,,,Mossi,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Oti-Volta Occidental > Nuclear Oti-Volta Occidental > Northwest Oti-Volta > Mossi-Farefare > Mossic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Northern Central Gur,1.9812,66.2718,2.4419,53.7673,3.0349,43.2618,5.7433,22.8606,2.6173,50.1645,3.0848,42.5617,4.1289,31.7994,6.9937,18.7733,1.1081,118.4875,1.127,116.4975,1.1537,113.8084,1.2332,106.4694,2.3727,55.335,2.6935,48.7462,3.4862,37.662,5.8019,22.6299,1.851,1.6383,1.4198,0.9915,1.3975,1.2973,1.1126,0.8186,3.2514,3.5519,3.9346,4.5634,1.5361,1.4878,1.3222,0.9866
maor1246,mri,mri_Latn,997,,2267801.0,2252745.0,Maori,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > East Polynesian Proximal > Southern East Polynesian Proximal > Maoric,Austronesian > Eastern Malayo-Polynesian > Polynesian > Northern Outlier Polynesian-East Polynesian,2.0275,71.8185,2.3109,63.009,2.6843,54.2457,4.7023,30.9659,2.6211,55.5537,2.9781,48.8937,3.8142,38.1755,6.1252,23.7723,1.1696,124.4955,1.2029,121.0471,1.2519,116.3149,1.4487,100.5135,2.2551,64.5677,2.4626,59.1284,2.9786,48.8847,4.7828,30.4443,2.0059,1.9199,1.7803,1.343,1.5476,1.4903,1.3357,1.0365,3.4162,3.6906,4.0213,4.3082,1.7923,1.8047,1.7162,1.3273
nucl1310,mya,mya_Mymr,997,,23624930.0,23532659.0,Burmese,Mymr,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Burmo-Qiangic > Lolo-Burmese > Burmish > Southern Burmish > Mranmaic > Nuclear Mranmaic,Sino-Tibetan > Burmo-Qiangic,2.9353,151.6379,2.963,150.2227,2.9955,148.5928,3.0963,143.7553,3.2049,138.8826,3.266,136.2849,3.3782,131.7613,3.6577,121.6901,3.041,146.3691,3.0861,144.2327,3.1294,142.2357,3.2196,138.2508,2.9374,151.5346,2.9689,149.9248,3.0214,147.319,3.0987,143.6439,4.2353,4.5772,4.8766,6.2347,3.869,4.1541,4.61,5.3059,4.0165,4.3976,4.9174,5.9256,4.2065,4.576,5.1719,6.2626
erzy1239,myv,myv_Cyrl,997,,,,Erzya,Cyrl,Alphabet,2 bytes,Uralic,Uralic > Mordvin,Uralic > Mordvin,2.0009,124.5747,2.2765,109.4935,2.6412,94.3741,4.8025,51.9027,3.0384,82.0361,3.4167,72.9529,4.1091,60.661,5.7852,43.0863,1.959,127.2357,2.2586,110.3591,2.7248,91.4794,4.1396,60.2136,2.2322,111.665,2.434,102.4072,2.9728,83.8475,4.9014,50.8546,3.4794,3.3362,3.0972,2.251,2.2853,2.2237,2.1224,1.8786,3.4914,3.3648,3.1627,2.5808,3.0997,3.1257,2.9436,2.2172
dutc1256,nld,nld_Latn,997,,3610577463.0,3581120841.0,Dutch,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > Macro-Dutch > Middle-Modern Dutch > Modern Dutch > Global Dutch,Indo-European > Germanic > West Germanic > Macro-Dutch,2.484,56.2397,2.8288,49.3831,3.1887,43.8094,4.3296,32.2658,3.1185,44.7964,3.4715,40.2407,4.0954,34.1103,5.2572,26.5727,1.8705,74.6851,2.0701,67.4835,2.3622,59.1394,3.0821,45.325,2.7045,51.653,2.9544,47.2849,3.4528,40.4594,4.3616,32.0291,1.5708,1.5047,1.4378,1.3994,1.2479,1.2266,1.1934,1.1586,2.0494,2.0575,2.0446,1.9427,1.4338,1.4432,1.4204,1.3964
norw1262,nno,nno_Latn,997,,32531797.0,32290890.0,Norwegian Nynorsk,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,2.3069,56.7653,2.7273,48.015,3.1808,41.1695,4.5504,28.7783,2.9512,44.3731,3.3947,38.5757,4.1989,31.1876,5.6578,23.1454,1.4671,89.2588,1.5692,83.4493,1.7233,75.988,2.2007,59.5045,2.6233,49.9198,2.9055,45.0712,3.4823,37.6048,4.5868,28.5496,1.5855,1.463,1.3511,1.2481,1.2361,1.1758,1.0912,1.0092,2.4493,2.5443,2.6271,2.5504,1.3857,1.3757,1.3202,1.2447
norw1259,nob,nob_Latn,997,,649813400.0,644493173.0,"Norwegian Bokmål, moderate variety",Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,2.4169,52.8104,2.8357,45.011,3.2825,38.8837,4.5558,28.016,2.9815,42.8094,3.4024,37.5135,4.1843,30.5035,5.6004,22.7904,1.5745,81.0652,1.6962,75.2487,1.8821,67.8144,2.4402,52.3049,2.7141,47.0271,3.0069,42.4473,3.5776,35.676,4.5852,27.8365,1.475,1.3715,1.2761,1.2151,1.1926,1.1434,1.0672,0.9937,2.2245,2.2943,2.3445,2.2419,1.3054,1.2956,1.2525,1.2136
norw1259 (with variant=radical),nob,nob_Latn_radical,997,,649813400.0,644493173.0,"Norwegian Bokmål, radical variety",Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,2.393,53.2839,2.81,45.3761,3.2567,39.1525,4.5553,27.991,2.9671,42.9739,3.393,37.5797,4.1769,30.5266,5.601,22.7653,1.5538,82.0622,1.6722,76.2518,1.8491,68.9559,2.3889,53.3741,2.6908,47.3872,2.9803,42.7834,3.5487,35.9308,4.5867,27.7994,1.4882,1.3826,1.2849,1.214,1.1972,1.1455,1.068,0.9926,2.2518,2.3249,2.384,2.2877,1.3154,1.3058,1.2614,1.212
nepa1254,npi,npi_Deva,997,,,,Nepali,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Indo-Aryan Northern zone > Eastern Pahari,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Indo-Aryan Northern zone,2.3342,138.8275,2.5641,126.3791,2.7935,116.004,3.7541,86.32,3.4706,93.3721,3.6987,87.6128,4.1694,77.7212,5.0687,63.9318,3.1088,104.2357,3.2825,98.7212,3.4878,92.9107,4.1659,77.7874,2.4797,130.681,2.6342,123.016,2.9843,108.5868,3.7375,86.7031,3.8775,3.8507,3.8071,3.7437,2.6011,2.6705,2.7193,2.7875,2.8603,3.0099,3.2121,3.3341,3.6276,3.7547,3.8121,3.7801
nkoa1234,nqo,nqo_Nkoo,997,,,,Nko,Nkoo,Alphabet,2 bytes,Artificial Language,Artificial Language,Artificial Language,2.0185,143.3611,3.1243,92.6229,5.0118,57.7392,17.6653,16.3811,3.4687,83.4253,3.9466,73.324,4.8194,60.0441,7.1369,40.5466,1.0012,289.0321,1.0017,288.8887,1.0025,288.659,1.0051,287.9047,2.9771,97.2026,3.8885,74.4193,7.0764,40.8937,17.9779,16.0963,4.0041,2.8222,1.8949,0.7105,2.324,2.235,2.1008,1.7679,7.9312,8.808,9.9796,12.34,2.6983,2.2714,1.4356,0.7018
pedi1238,nso,nso_Latn,997,,206600.0,205851.0,Northern Sotho,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Northern Sotho > Sepedic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Northern Sotho,1.9321,76.9428,2.3954,62.0622,2.9865,49.7773,5.8311,25.4945,2.7925,53.2357,3.2549,45.673,4.2281,35.1605,6.4489,23.0522,1.1102,133.9087,1.1351,130.9669,1.1742,126.6058,1.3006,114.2979,2.3358,63.6439,2.6603,55.8806,3.4635,42.9218,5.9295,25.0712,2.149,1.891,1.6336,1.1057,1.483,1.3922,1.2302,1.0051,3.6745,3.9931,4.3771,4.899,1.7667,1.7056,1.5068,1.0931
nuer1246,nus,nus_Latn,997,,,,Nuer,Latn,Alphabet,1 byte,Nilotic,Nilotic > Western Nilotic > Dinka-Nuer > Nuer-Reel,Nilotic > Dinka-Nuer > Nuer-Reel,1.9572,84.8977,2.457,67.6299,3.1039,53.5346,6.0183,27.6098,2.4658,67.3882,2.8824,57.6489,3.955,42.014,8.6465,19.2177,1.0697,155.344,1.0827,153.4654,1.1006,150.9759,1.1469,144.8766,2.3945,69.3942,2.7467,60.4955,3.5982,46.1795,6.1109,27.1916,2.3712,2.0607,1.7569,1.1974,1.8773,1.7572,1.47,0.8379,4.2627,4.6791,5.2196,6.2096,1.9263,1.8464,1.6212,1.1855
