Glottocode,Code,Code_Orig,Sentences,Notes,CC_Pages,CC_Urls,Name,Script,Script_Type,Bytes_Per_Char,Family,Full_Classification,Minimal_Full_Classification,combined_t_0.0000_bpp,combined_t_0.0000_pps,combined_t_0.2578_bpp,combined_t_0.2578_pps,combined_t_0.4688_bpp,combined_t_0.4688_pps,combined_t_0.9375_bpp,combined_t_0.9375_pps,norm_entropy_t_0.4072_bpp,norm_entropy_t_0.4072_pps,norm_entropy_t_0.5293_bpp,norm_entropy_t_0.5293_pps,norm_entropy_t_0.7222_bpp,norm_entropy_t_0.7222_pps,norm_entropy_t_1.0371_bpp,norm_entropy_t_1.0371_pps,raw_entropy_t_1.1904_bpp,raw_entropy_t_1.1904_pps,raw_entropy_t_1.3340_bpp,raw_entropy_t_1.3340_pps,raw_entropy_t_1.4946_bpp,raw_entropy_t_1.4946_pps,raw_entropy_t_1.7988_bpp,raw_entropy_t_1.7988_pps,raw_monotonicity_t_0.2359_bpp,raw_monotonicity_t_0.2359_pps,raw_monotonicity_t_0.3662_bpp,raw_monotonicity_t_0.3662_pps,raw_monotonicity_t_0.5928_bpp,raw_monotonicity_t_0.5928_pps,raw_monotonicity_t_0.9496_bpp,raw_monotonicity_t_0.9496_pps,combined_t_0.0000_pps_premium,combined_t_0.2578_pps_premium,combined_t_0.4688_pps_premium,combined_t_0.9375_pps_premium,norm_entropy_t_0.4072_pps_premium,norm_entropy_t_0.5293_pps_premium,norm_entropy_t_0.7222_pps_premium,norm_entropy_t_1.0371_pps_premium,raw_entropy_t_1.1904_pps_premium,raw_entropy_t_1.3340_pps_premium,raw_entropy_t_1.4946_pps_premium,raw_entropy_t_1.7988_pps_premium,raw_monotonicity_t_0.2359_pps_premium,raw_monotonicity_t_0.3662_pps_premium,raw_monotonicity_t_0.5928_pps_premium,raw_monotonicity_t_0.9496_pps_premium
esto1258,ekk,ekk_Latn,997,,270383021.0,268165050.0,Estonian,Latn,Alphabet,1 byte,Uralic,Uralic > Finnic > Coastal Finnic > Neva > Central Finnic,Uralic > Finnic > Central Finnic,2.0491,62.1194,2.6253,48.4845,3.2904,38.6841,6.1085,20.8375,2.7756,45.8586,3.4163,37.2588,5.0279,25.3159,7.7755,16.3701,1.1092,114.7513,1.1336,112.2798,1.1693,108.8526,1.2885,98.7874,2.5526,49.8646,2.9325,43.4052,3.7837,33.6409,6.2004,20.5286,1.735,1.4773,1.2696,0.9037,1.2775,1.1357,0.8857,0.7138,3.1488,3.4233,3.7633,4.2342,1.3842,1.3248,1.181,0.895
mode1248,ell,ell_Grek,997,,1086923125.0,1081601897.0,Greek,Grek,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Graeco-Phrygian > Greek > South Greek > Central Greek > Koineic Greek > Modern Koineic Greek > Nuclear Modern Greek,Indo-European > Graeco-Phrygian,2.0263,135.2798,2.2701,120.7503,2.5313,108.2889,3.8188,71.7793,3.1578,86.8054,3.5818,76.5286,4.4392,61.7472,6.6672,41.1133,2.0006,137.016,2.304,118.9699,2.7159,100.9298,4.0731,67.2979,2.2399,122.3791,2.3887,114.7523,2.7568,99.4323,3.8697,70.8355,3.7784,3.6792,3.5539,3.1131,2.4182,2.3327,2.1604,1.7926,3.7598,3.6273,3.4894,2.8845,3.3971,3.5025,3.4908,3.0883
stan1293,eng,eng_Latn,997,,88502069080.0,87766779120.0,English,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglic > Later Anglic > Middle-Modern English > Macro-English,Indo-European > Germanic > West Germanic > North Sea Germanic,3.5099,35.8034,3.829,32.8195,4.1242,30.4704,5.4502,23.0572,3.5008,35.8967,3.8304,32.8074,4.3968,28.5817,5.4793,22.9348,3.4484,36.4423,3.8315,32.7984,4.3446,28.9248,5.3863,23.331,3.4884,36.0241,3.8356,32.7633,4.4118,28.4845,5.4788,22.9368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
espe1235,epo,epo_Latn,997,,16488806.0,16428426.0,Esperanto,Latn,Alphabet,1 byte,Artificial Language,Artificial Language > Esperantic,Artificial Language > Esperantic,2.0654,61.9759,2.5119,50.9589,3.0045,42.6028,5.1078,25.0602,2.8431,45.0221,3.3536,38.1685,4.438,28.8425,6.318,20.2598,1.1482,111.4784,1.1814,108.347,1.2319,103.9027,1.3953,91.7352,2.4428,52.3992,2.7207,47.0481,3.3683,38.002,5.178,24.7202,1.731,1.5527,1.3982,1.0869,1.2542,1.1634,1.0091,0.8834,3.059,3.3034,3.5922,3.9319,1.4546,1.436,1.3341,1.0778
basq1248,eus,eus_Latn,997,,64561327.0,63938667.0,Basque,Latn,Alphabet,1 byte,Isolate,Isolate,Isolate,2.0449,65.6991,2.6549,50.6058,3.333,40.3099,6.4228,20.9178,2.7965,48.0431,3.4554,38.8816,5.1586,26.0441,7.8158,17.1896,1.1008,122.0512,1.119,120.0652,1.1462,117.2136,1.2462,107.8044,2.5822,52.0301,2.9591,45.4032,3.8387,34.999,6.5356,20.5567,1.835,1.5419,1.3229,0.9072,1.3384,1.1851,0.9112,0.7495,3.3492,3.6607,4.0524,4.6207,1.4443,1.3858,1.2287,0.8962
ewee1241,ewe,ewe_Latn,997,,,,Ewe,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Western Gbe > Eweic,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Western Gbe,2.0088,67.2678,2.5709,52.5597,3.2871,41.1073,6.3365,21.325,2.5693,52.5918,2.998,45.0712,3.9759,33.986,7.1235,18.9689,1.082,124.8877,1.0997,122.8746,1.1236,120.2608,1.1826,114.2648,2.4959,54.1384,2.8857,46.8265,3.8556,35.0461,6.4097,21.0812,1.8788,1.6015,1.3491,0.9249,1.4651,1.3738,1.1891,0.8271,3.427,3.7464,4.1577,4.8976,1.5028,1.4292,1.2304,0.9191
faro1244,fao,fao_Latn,997,,8203838.0,8160846.0,Faroese,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Icelandic-Faroese,Indo-European > Germanic > North Germanic > West Scandinavian > Icelandic-Faroese,2.0501,67.2688,2.6379,52.2808,3.3494,41.1745,5.8756,23.4714,2.7863,49.4955,3.3946,40.6259,4.7898,28.7924,7.1995,19.1555,1.1288,122.1725,1.1549,119.4112,1.1915,115.7432,1.3107,105.2217,2.5503,54.0752,2.954,46.6851,3.8275,36.0311,5.9363,23.2317,1.8788,1.593,1.3513,1.018,1.3788,1.2383,1.0074,0.8352,3.3525,3.6408,4.0015,4.51,1.5011,1.4249,1.2649,1.0129
fiji1243,fij,fij_Latn,997,,191398.0,189932.0,Fijian,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Eastern Fijian > Nuclear Eastern Fijian > Viwa-Lomaiviti-East Viti Levu,Austronesian > Eastern Malayo-Polynesian > Eastern Fijian,1.9032,77.1254,2.236,65.6449,2.6726,54.9228,4.8864,30.0391,2.5989,56.4784,2.9904,49.0853,3.8963,37.673,6.2653,23.4283,1.1316,129.7192,1.1708,125.3711,1.2288,119.4574,1.4128,103.8937,2.1853,67.1695,2.4222,60.5988,3.0203,48.5998,4.9297,29.7753,2.1541,2.0002,1.8025,1.3028,1.5734,1.4962,1.3181,1.0215,3.5596,3.8225,4.1299,4.453,1.8646,1.8496,1.7062,1.2981
fili1244,fil,fil_Latn,997,,,,Filipino,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Tagalogic > Tagalog-Filipino,Austronesian > Greater Central Philippine > Tagalogic,2.1889,72.2748,2.4753,63.9117,2.7907,56.6891,4.1193,38.4052,2.5725,61.4965,2.8782,54.9649,3.593,44.0311,6.2804,25.1896,1.2743,124.1444,1.362,116.1565,1.4961,105.7422,1.8134,87.2407,2.437,64.9168,2.6213,60.3531,3.0353,52.1214,4.1699,37.9388,2.0187,1.9474,1.8605,1.6656,1.7132,1.6754,1.5405,1.0983,3.4066,3.5415,3.6558,3.7393,1.802,1.8421,1.8298,1.6541
finn1318,fin,fin_Latn,997,,754585351.0,748584150.0,Finnish,Latn,Alphabet,1 byte,Uralic,Uralic > Finnic > Coastal Finnic > Neva > North Finnic > Nuclear Finnish,Uralic > Finnic > North Finnic,2.244,62.2026,2.6862,51.9629,3.1875,43.7904,4.8236,28.9378,2.8213,49.4744,3.2828,42.5196,4.2457,32.8766,6.6149,21.1013,1.5022,92.9178,1.6146,86.4504,1.7737,78.6971,2.2653,61.6189,2.5923,53.8465,2.8972,48.1795,3.5337,39.5005,4.8628,28.7041,1.7373,1.5833,1.4371,1.255,1.3782,1.296,1.1503,0.9201,2.5497,2.6358,2.7207,2.6411,1.4947,1.4705,1.3867,1.2514
fonn1241,fon,fon_Latn,997,,,,Fon,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Eastern Gbe > Fongbeic,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Eastern Gbe,2.0662,76.7312,2.6223,60.4584,3.2849,48.2638,5.8604,27.0532,2.5909,61.1926,3.0044,52.7703,3.9071,40.5777,6.8878,23.0181,1.0852,146.0983,1.1047,143.5165,1.1299,140.3159,1.1926,132.9368,2.548,62.2217,2.9141,54.4052,3.7678,42.0782,5.9179,26.7904,2.1431,1.8421,1.584,1.1733,1.7047,1.6085,1.4197,1.0036,4.009,4.3757,4.8511,5.6979,1.7272,1.6606,1.4772,1.168
stan1290,fra,fra_Latn,997,,8938152817.0,8869369439.0,French,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Global French,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Global French,3.0232,51.2828,3.3815,45.8485,3.7315,41.5486,5.2286,29.652,3.1788,48.7723,3.5275,43.9519,4.1755,37.1304,5.459,28.4002,2.5766,60.1725,2.8977,53.5045,3.3174,46.7352,4.3892,35.323,3.1079,49.8847,3.4209,45.321,4.0534,38.2487,5.2698,29.4203,1.4323,1.397,1.3636,1.286,1.3587,1.3397,1.2991,1.2383,1.6512,1.6313,1.6157,1.514,1.3848,1.3833,1.3428,1.2827
east2271,fur,fur_Latn,997,,,,Friulian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Friulian,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Friulian,2.1585,66.0782,2.5775,55.336,3.0541,46.7001,4.9948,28.5557,2.9098,49.0171,3.3078,43.1194,4.0987,34.7984,5.671,25.1505,1.2805,111.3852,1.355,105.2608,1.473,96.8305,1.8521,77.009,2.5076,56.8776,2.7769,51.3631,3.4099,41.8275,5.0625,28.1735,1.8456,1.6861,1.5326,1.2385,1.3655,1.3143,1.2175,1.0966,3.0565,3.2093,3.3477,3.3007,1.5789,1.5677,1.4684,1.2283
nige1253,fuv,fuv_Latn,997,,,,Nigerian Fulfulde,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > North-Central Atlantic > Fula-Sereer > Fula > Eastern Fula,Atlantic-Congo > North-Central Atlantic > Fula-Sereer,1.9584,61.8826,2.3272,52.0762,2.7716,43.7262,5.07,23.9037,2.6781,45.2538,3.08,39.348,3.9371,30.7823,6.1043,19.8536,1.1103,109.1525,1.1351,106.7723,1.175,103.1394,1.3142,92.2197,2.2659,53.4855,2.5149,48.1906,3.1113,38.9529,5.136,23.5968,1.7284,1.5867,1.435,1.0367,1.2607,1.1994,1.077,0.8657,2.9952,3.2554,3.5658,3.9527,1.4847,1.4709,1.3675,1.0288
west2721,gaz,gaz_Latn,997,,927830.0,923231.0,West Central Oromo,Latn,Alphabet,1 byte,Afro-Asiatic,Afro-Asiatic > Cushitic > East Cushitic > Lowland East Cushitic > Southern Lowland East Cushitic > Mainstream Lowland East Cushitic > Oromoid > Nuclear Oromo,Afro-Asiatic > Cushitic > Oromoid,2.0032,75.681,2.468,61.4293,2.9733,50.99,5.5807,27.1665,2.6981,56.1906,3.2274,46.9759,4.6269,32.7663,7.9366,19.1023,1.0875,139.4152,1.1094,136.654,1.1483,132.0281,1.2935,117.2116,2.4074,62.9769,2.6921,56.3159,3.3658,45.0431,5.6829,26.678,2.1138,1.8717,1.6734,1.1782,1.5653,1.4319,1.1464,0.8329,3.8256,4.1665,4.5645,5.0239,1.7482,1.7189,1.5813,1.1631
scot1245,gla,gla_Latn,997,,2973293.0,2962154.0,Scottish Gaelic,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Celtic > Nuclear Celtic > Core Celtic > Insular Celtic > Goidelic > Modern Goidelic > Eastern Goidelic,Indo-European > Celtic > Goidelic > Eastern Goidelic,2.0662,78.4734,2.6146,62.016,3.2745,49.5176,6.3843,25.3972,2.7137,59.7492,3.2197,50.3601,4.4268,36.6279,7.3769,21.9799,1.0869,149.1745,1.1057,146.6469,1.1324,143.1866,1.2105,133.9478,2.5479,63.6379,2.9171,55.5848,3.7863,42.8235,6.4946,24.9659,2.1918,1.8896,1.6251,1.1015,1.6645,1.535,1.2815,0.9584,4.0934,4.4712,4.9503,5.7412,1.7665,1.6966,1.5034,1.0885
iris1253,gle,gle_Latn,997,,12046808.0,11970817.0,Irish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Celtic > Nuclear Celtic > Core Celtic > Insular Celtic > Goidelic > Modern Goidelic,Indo-European > Celtic > Goidelic,2.0736,74.7823,2.709,57.2437,3.4486,44.9669,6.9611,22.2768,2.8138,55.1103,3.3669,46.0582,4.6215,33.5547,7.2537,21.3781,1.0712,144.7693,1.0884,142.4734,1.112,139.4564,1.1849,130.8736,2.631,58.9398,3.0351,51.0923,4.017,38.6038,7.0638,21.9529,2.0887,1.7442,1.4758,0.9662,1.5352,1.4039,1.174,0.9321,3.9726,4.3439,4.8213,5.6094,1.6361,1.5594,1.3553,0.9571
gali1258,glg,glg_Latn,997,,70206749.0,69830421.0,Galician,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance,2.4487,58.2116,2.8664,49.7292,3.3272,42.8425,4.9597,28.7402,3.0496,46.7412,3.4089,41.8154,4.0652,35.0642,5.3437,26.675,1.8494,77.0752,2.0472,69.6269,2.3274,61.2447,3.0897,46.1344,2.7187,52.4313,3.0259,47.1073,3.6728,38.8104,4.9841,28.5998,1.6259,1.5152,1.406,1.2465,1.3021,1.2746,1.2268,1.1631,2.115,2.1229,2.1174,1.9774,1.4555,1.4378,1.3625,1.2469
goan1235,gom,gom_Deva,997,dev only,,,Goan Konkani,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone > Marathic > Marathi-Konkani,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone,2.3544,136.0792,2.5767,124.342,2.7938,114.678,3.688,86.8746,3.463,92.5196,3.6737,87.2116,4.1183,77.7974,4.9994,64.0863,3.1054,103.1735,3.2754,97.8185,3.4485,92.9077,4.0497,79.1143,2.5038,127.9609,2.6503,120.8867,2.9767,107.6329,3.6694,87.3139,3.8007,3.7887,3.7636,3.7678,2.5774,2.6583,2.7219,2.7943,2.8311,2.9824,3.212,3.391,3.5521,3.6897,3.7786,3.8067
para1311,gug,gug_Latn,997,,,,Paraguayan Guaraní,Latn,Alphabet,1 byte,Tupian,Tupian > Eastern Tupian > Maweti-Guarani > Aweti-Guarani > Tupi-Guarani > Southern Tupi-Guarani > Tupi-Guarani Subgroup I > Tupi-Guarani Subgroup I.A > Paraguay-Brazil Guarani,Tupian,1.9949,68.7583,2.5407,53.988,3.2525,42.1735,6.2905,21.8054,2.626,52.2347,3.1399,43.6851,4.4337,30.9378,7.7795,17.6319,1.1439,119.9087,1.1686,117.3801,1.2035,113.9749,1.3054,105.0792,2.4585,55.7924,2.8553,48.0401,3.7968,36.1274,6.3905,21.4644,1.9204,1.645,1.3841,0.9457,1.4551,1.3316,1.0824,0.7688,3.2904,3.5788,3.9404,4.5038,1.5488,1.4663,1.2683,0.9358
guja1252,guj,guj_Gujr,997,,20627706.0,20505300.0,Gujarati,Gujr,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Apabhramsic > Gujarati-Rajasthani > Gujaratic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Apabhramsic,2.1639,145.8786,2.3561,133.9819,2.5812,122.2979,3.5323,89.3671,3.3762,93.4975,3.5737,88.332,4.0834,77.3059,4.9063,64.34,3.0668,102.9298,3.1727,99.4965,3.2703,96.5266,3.6627,86.1856,2.2871,138.0201,2.434,129.6921,2.7407,115.1785,3.5267,89.5085,4.0744,4.0824,4.0137,3.8759,2.6046,2.6924,2.7047,2.8053,2.8245,3.0336,3.3372,3.694,3.8313,3.9585,4.0436,3.9024
hait1244,hat,hat_Latn,997,,3318663.0,3308474.0,Haitian Creole,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Circum-Caribbean French,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Circum-Caribbean French,2.0466,58.2357,2.5186,47.322,3.0513,39.0602,5.5576,21.4453,2.8789,41.3992,3.4043,35.01,4.4438,26.8205,5.9658,19.9779,1.0919,109.1494,1.1133,107.0502,1.1442,104.1615,1.2382,96.2528,2.4597,48.4554,2.7606,43.1725,3.4653,34.3932,5.65,21.0943,1.6265,1.4419,1.2819,0.9301,1.1533,1.0671,0.9384,0.8711,2.9951,3.2639,3.6011,4.1255,1.3451,1.3177,1.2074,0.9197
haus1257,hau,hau_Latn,997,,4487502.0,4460085.0,Hausa,Latn,Alphabet,1 byte,Afro-Asiatic,Afro-Asiatic > Chadic > West Chadic > West Chadic A > West Chadic A.1,Afro-Asiatic > Chadic,1.9298,71.5737,2.2688,60.8796,2.6778,51.5797,4.9462,27.9248,2.6921,51.3059,3.1016,44.5316,3.9595,34.8837,5.9966,23.0331,1.1016,125.3842,1.1272,122.5306,1.1676,118.2929,1.313,105.1976,2.2171,62.2989,2.4439,56.5176,3.0056,45.9549,5.039,27.4102,1.9991,1.855,1.6928,1.2111,1.4293,1.3574,1.2205,1.0043,3.4406,3.7359,4.0897,4.5089,1.7294,1.725,1.6133,1.195
hebr1245,heb,heb_Hebr,997,,461968429.0,458572341.0,Hebrew,Hebr,Abjad,2 bytes,Afro-Asiatic,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Northwest Semitic > Canaanite > Hebrewic,Afro-Asiatic > Semitic > Central Semitic > Northwest Semitic,2.0977,83.4213,2.148,81.4674,2.1849,80.0913,2.2808,76.7212,2.2807,76.7272,2.3266,75.2116,2.4798,70.5657,3.4422,50.8365,1.9753,88.5898,2.1014,83.2718,2.1776,80.3571,2.239,78.1545,2.139,81.8104,2.1667,80.7633,2.2073,79.2778,2.2839,76.6169,2.33,2.4823,2.6285,3.3274,2.1374,2.2925,2.4689,2.2166,2.431,2.5389,2.7781,3.3498,2.271,2.4651,2.7832,3.3403
hind1269,hin,hin_Deva,997,,297818592.0,296664138.0,Hindi,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Indo-Aryan Central zone > Western Hindi > Hindustani,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Indo-Aryan Central zone,2.3572,137.1214,2.5683,125.8495,2.774,116.5165,3.9059,82.7523,3.6005,89.7713,3.8023,85.007,4.2687,75.7192,5.1629,62.6048,3.2789,98.5777,3.4639,93.3109,3.6816,87.7934,4.3666,74.0211,2.4731,130.6941,2.6184,123.4443,3.0095,107.3992,3.8864,83.1685,3.8298,3.8346,3.8239,3.589,2.5008,2.5911,2.6492,2.7297,2.705,2.845,3.0352,3.1727,3.628,3.7678,3.7704,3.626
chha1249,hne,hne_Deva,997,,,,Chhattisgarhi,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Eastern Hindi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Eastern Hindi,2.3796,130.9107,2.5623,121.5777,2.7707,112.4303,3.7178,83.7904,3.4976,89.0652,3.6865,84.5025,4.1267,75.4875,4.9752,62.6138,3.2074,97.1224,3.3509,92.9639,3.5211,88.4704,4.1142,75.7172,2.4797,125.6279,2.6182,118.9799,2.9882,104.2487,3.6949,84.3089,3.6564,3.7044,3.6898,3.634,2.4812,2.5757,2.6411,2.7301,2.6651,2.8344,3.0586,3.2453,3.4873,3.6315,3.6598,3.6757
croa1245,hrv,hrv_Latn,997,,398007249.0,395925092.0,Croatian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian > Shtokavski > New Shtokavian > Eastern Herzegovinian Shtokavian,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian,2.1673,58.8335,2.5933,49.1705,3.059,41.6851,4.4856,28.4273,2.9746,42.8676,3.3755,37.7763,4.1774,30.5246,5.826,21.8867,1.4009,91.0241,1.5134,84.2548,1.6803,75.8877,2.1371,59.666,2.5222,50.5557,2.7948,45.6249,3.3697,37.8405,4.5281,28.1605,1.6432,1.4982,1.3681,1.2329,1.1942,1.1515,1.068,0.9543,2.4978,2.5689,2.6236,2.5574,1.4034,1.3926,1.3285,1.2277
hung1274,hun,hun_Latn,997,,1075637261.0,1069342197.0,Hungarian,Latn,Alphabet,1 byte,Uralic,Uralic > Hungaric,Uralic > Hungaric,2.3144,62.8265,2.6983,53.8877,3.0993,46.9147,4.369,33.2808,2.9355,49.5326,3.3241,43.7422,4.0796,35.6419,5.7795,25.1585,1.6398,88.672,1.7942,81.0401,2.0223,71.8987,2.6846,54.1625,2.5942,56.0502,2.8461,51.0893,3.3501,43.4032,4.4026,33.0271,1.7548,1.6419,1.5397,1.4434,1.3799,1.3333,1.247,1.097,2.4332,2.4709,2.4857,2.3215,1.5559,1.5593,1.5237,1.4399
nucl1235,hye,hye_Armn,997,,65590629.0,65263010.0,Armenian,Armn,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Armenic > Eastern-Western Armenian,Indo-European > Armenic,1.9753,130.8806,2.1507,120.2026,2.3122,111.8074,2.7815,92.9438,2.7358,94.4965,2.876,89.8897,3.2134,80.4524,4.5745,56.5145,1.4708,175.7763,1.635,158.1244,1.8285,141.3831,2.2611,114.337,2.1349,121.0963,2.2304,115.9097,2.413,107.1394,2.7984,92.3831,3.6555,3.6625,3.6694,4.031,2.6325,2.7399,2.8148,2.4641,4.8234,4.8211,4.888,4.9006,3.3615,3.5378,3.7613,4.0277
nucl1417,ibo,ibo_Latn,997,,1053902.0,1050050.0,Igbo,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Igboid > Nuclear Igboid > Central-Northern Igbo,Atlantic-Congo > Volta-Congo > Benue-Congo > Igboid,2.1018,71.4724,2.551,58.8877,3.085,48.6941,5.0563,29.7091,2.5356,59.2447,3.018,49.7743,4.1406,36.2798,7.1612,20.9769,1.1611,129.3791,1.1854,126.7302,1.2152,123.6179,1.2938,116.1103,2.4765,60.659,2.7849,53.9408,3.4824,43.1364,5.1003,29.4534,1.9962,1.7943,1.5981,1.2885,1.6504,1.5172,1.2693,0.9146,3.5502,3.8639,4.2738,4.9767,1.6838,1.6464,1.5144,1.2841
ilok1237,ilo,ilo_Latn,997,,,,Ilocano,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Northern Luzon,Austronesian > Northern Luzon,2.0503,74.3671,2.4096,63.2788,2.8693,53.1414,5.0763,30.0371,2.6107,58.4062,3.01,50.657,3.9937,38.1795,7.1114,21.4413,1.1512,132.4554,1.1912,127.999,1.2607,120.9519,1.4726,103.5416,2.3579,64.667,2.6065,58.4995,3.2439,47.005,5.1613,29.5426,2.0771,1.9281,1.744,1.3027,1.6271,1.5441,1.3358,0.9349,3.6347,3.9026,4.1816,4.4379,1.7951,1.7855,1.6502,1.288
indo1316,ind,ind_Latn,997,,1734815027.0,1724070898.0,Indonesian,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Standard Malay-Indonesian,Austronesian > Malayo-Chamic > Malayic > Standard Malay-Indonesian,2.4172,56.5928,2.7804,49.2006,3.1929,42.8445,4.7515,28.7904,3.0127,45.4062,3.3437,40.9117,3.9759,34.4062,5.4417,25.1384,1.8323,74.66,2.045,66.8917,2.3341,58.6078,2.9717,46.0331,2.6388,51.8405,2.9277,46.7242,3.5212,38.8495,4.7907,28.5547,1.5807,1.4991,1.4061,1.2487,1.2649,1.247,1.2038,1.0961,2.0487,2.0395,2.0262,1.973,1.4391,1.4261,1.3639,1.2449
icel1247,isl,isl_Latn,997,,77405745.0,76854819.0,Icelandic,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Icelandic-Faroese,Indo-European > Germanic > North Germanic > West Scandinavian > Icelandic-Faroese,2.0263,67.9539,2.6847,51.2889,3.4486,39.9278,6.4055,21.4965,2.7875,49.3982,3.4556,39.8475,4.9791,27.655,7.918,17.3902,1.1016,125.002,1.1207,122.8666,1.1489,119.8526,1.2447,110.6299,2.6024,52.9107,3.0363,45.3501,4.0173,34.2758,6.4863,21.2287,1.898,1.5628,1.3104,0.9323,1.3761,1.2146,0.9676,0.7582,3.4301,3.7461,4.1436,4.7418,1.4688,1.3842,1.2033,0.9255
