Code,Script,Glottocode,Name,Notes,Family,Subfamily_1,Subfamily_2,Full_Classification,Minimal Full Classification,Language,Code_orig,Sentences,Script_Name,Script_Type,Script_Tier,Bytes_Per_Char,cc_pages,cc_urls,prem_raw_entropy_t_1.1904,prem_raw_entropy_t_1.3340,prem_raw_entropy_t_1.4946,prem_raw_entropy_t_1.7988,prem_raw_monotonicity_t_0.2359,prem_raw_monotonicity_t_0.3662,prem_raw_monotonicity_t_0.5928,prem_raw_monotonicity_t_0.9496,prem_raw_combined_t_0.2359,prem_raw_combined_t_0.3662,prem_raw_combined_t_0.5928,prem_raw_combined_t_0.9496,prem_norm_entropy_t_0.4072,prem_norm_entropy_t_0.5293,prem_norm_entropy_t_0.7222,prem_norm_entropy_t_1.0371,prem_norm_monotonicity_t_0.2480,prem_norm_monotonicity_t_0.3887,prem_norm_monotonicity_t_0.6260,prem_norm_monotonicity_t_1.0039,prem_norm_combined_t_0.2480,prem_norm_combined_t_0.3887,prem_norm_combined_t_0.6260,prem_norm_combined_t_1.0039
snd,Deva,sind1272,Sindhi (Devanagari script),dev only,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Sindhic > Sindhi-Kachchi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhic,Sindhi (Devanagari),snd_Deva,997,Devanagari,Abugida,3,3 bytes,2500046,2476633,2.8952,3.0783,3.3404,3.5742,3.6965,3.8728,3.9468,4.0025,4.2405,4.3296,4.4864,4.3822,2.6777,2.7768,2.8557,2.9243,3.6637,3.8165,3.6786,3.8058,3.8173,3.9067,4.0545,4.1122
som,Latn,soma1255,Somali,,Afro-Asiatic,Cushitic,East Cushitic,Afro-Asiatic > Cushitic > East Cushitic > Lowland East Cushitic > Southern Lowland East Cushitic > Mainstream Lowland East Cushitic > Omo-Tana > Eastern Omo-Tana,Afro-Asiatic > Cushitic > Omo-Tana,Somali,som_Latn,997,Latin,Alphabet,1,1 byte,8811562,8782377,3.6145,3.9361,4.3164,4.758,1.6683,1.6407,1.508,1.1618,2.5076,2.3063,1.9286,1.2826,1.4879,1.3727,1.1436,0.908,1.7414,1.765,1.7356,1.5934,1.6507,1.6329,1.5552,1.3322
sot,Latn,sout2807,Southern Sotho,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Central Sotho-Tswana > Sesotho-Lozi,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Sesotho-Lozi,Southern Sotho,sot_Latn,997,Latin,Alphabet,1,1 byte,952169,947711,3.768,4.0839,4.4485,4.8624,1.8511,1.8047,1.6101,1.1562,2.7689,2.5244,2.0533,1.2719,1.5598,1.4848,1.3224,1.0381,1.9291,1.9357,1.8605,1.6015,1.8674,1.8262,1.6947,1.3626
spa,Latn,amer1254,Spanish (Latin American),,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic > Spanish,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic,Spanish,spa_Latn,997,Latin,Alphabet,1,1 byte,8721329091,8661896197,1.7077,1.7048,1.7003,1.6141,1.4533,1.4381,1.3643,1.2878,1.5074,1.4746,1.4139,1.3293,1.3311,1.3136,1.282,1.2637,1.4436,1.4225,1.3375,1.2604,1.348,1.3328,1.2964,1.2479
srd,Latn,sard1257,Sardinian,[1],Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance,Indo-European > Italic,Sardinian,srd_Latn,997,Latin,Alphabet,1,1 byte,,,3.2876,3.4498,3.604,3.5909,1.6638,1.6333,1.5018,1.2486,2.3582,2.1808,1.8488,1.362,1.4513,1.3877,1.268,1.1025,1.6994,1.6905,1.6107,1.4162,1.6159,1.5863,1.4916,1.2562
srp,Cyrl,serb1264,Serbian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian > Shtokavski > New Shtokavian > Eastern Herzegovinian Shtokavian,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian,Serbian,srp_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,428606923,426190099,1.7825,1.6379,1.5005,1.308,2.6389,2.5643,2.2703,1.7075,2.1276,2.1152,2.0613,1.6851,1.7286,1.6762,1.5871,1.4922,2.7717,2.7819,2.6861,2.3396,2.1807,2.1893,2.1818,2.0477
ssw,Latn,swat1243,Swati,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland > Swatic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Swatic,Swati,ssw_Latn,997,Latin,Alphabet,1,1 byte,76074,74395,3.5586,3.8725,4.2429,4.6814,1.6262,1.576,1.3854,0.9737,2.4443,2.2115,1.768,1.0756,1.4707,1.3646,1.1286,0.7659,1.7134,1.7219,1.6596,1.4544,1.6375,1.5926,1.4752,1.2019
sun,Latn,sund1252,Sundanese,,Austronesian,Malayo-Polynesian,,Austronesian > Malayo-Polynesian,Austronesian,Sundanese,sun_Latn,997,Latin,Alphabet,1,1 byte,2136693,2127295,3.1079,3.3341,3.5638,3.6947,1.5614,1.5577,1.4738,1.1732,2.2761,2.129,1.8456,1.2848,1.3669,1.2899,1.1057,0.8609,1.5964,1.6177,1.5858,1.4144,1.5717,1.5476,1.4729,1.2425
swe,Latn,swed1254,Swedish,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > North Scandinavian > East-Central Swedic > East Swedic,Indo-European > Germanic > North Germanic > North Scandinavian,Swedish,swe_Latn,997,Latin,Alphabet,1,1 byte,1409838855,1398770001,2.0896,2.137,2.1729,2.0839,1.323,1.3215,1.2855,1.2488,1.6722,1.6039,1.4877,1.328,1.2362,1.1892,1.1117,1.0329,1.3111,1.3019,1.2563,1.2087,1.2466,1.2239,1.1774,1.107
swh,Latn,swah1253,Swahili,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Northeast Coastal Bantu > Coastal NEC Bantu > Sabaki-Swahili > Swahili (G.40) > Mombasa-Lamu-Inland Swahili,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Northeast Coastal Bantu,Swahili,swh_Latn,997,Latin,Alphabet,1,1 byte,16167752,16103776,3.2673,3.5407,3.8639,4.1371,1.6787,1.6794,1.5635,1.1757,2.5096,2.3484,1.9927,1.297,1.3771,1.305,1.1394,0.8608,1.7256,1.7683,1.747,1.5621,1.6556,1.6446,1.574,1.3251
szl,Latn,sile1253,Silesian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic > Polish-Silesian,Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic,Silesian,szl_Latn,997,Latin,Alphabet,1,1 byte,,,2.8935,3.047,3.217,3.3188,1.5124,1.4945,1.4202,1.2725,2.0889,1.9474,1.7121,1.37,1.3776,1.3003,1.1623,0.9677,1.5242,1.5104,1.4467,1.3179,1.3872,1.3453,1.2608,1.1052
tam,Taml,tami1289,Tamil,,Dravidian,South Dravidian,South Dravidian I,Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Tamil-Kota > Tamil-Toda > Tamil-Irula > Tamil-Kodagu > Tamil-Malayalam > Tamiloid > Tamil-Paliyan,Dravidian > South Dravidian I > Tamil-Kota > Tamiloid,Tamil,tam_Taml,997,Tamil,Abugida,3,3 bytes,85165919,84823478,3.1548,3.1691,3.3256,3.7114,5.0807,5.004,4.4632,4.082,4.3443,4.418,4.5258,4.4316,2.9129,3.0039,3.2154,3.6131,5.0906,5.0142,4.4909,4.0984,4.1093,4.1939,4.3216,4.3716
taq,Latn,tama1365,Tamasheq (Latin script),,Afro-Asiatic,Berber,Tuareg,Afro-Asiatic > Berber > Tuareg > Southern Tuareg,Afro-Asiatic > Berber > Tuareg,Tamasheq (Latin),taq_Latn,997,Latin,Alphabet,1,1 byte,,,3.1851,3.48,3.8536,4.5152,1.3901,1.3572,1.2412,1.0135,2.0741,1.8896,1.5737,1.1149,1.3482,1.242,1.0498,0.7895,1.4332,1.4232,1.3637,1.2129,1.3722,1.3261,1.2282,1.0117
taq,Tfng,tama1365,Tamasheq (Tifinagh script),,Afro-Asiatic,Berber,Tuareg,Afro-Asiatic > Berber > Tuareg > Southern Tuareg,Afro-Asiatic > Berber > Tuareg,Tamasheq (Tifinagh),taq_Tfng,997,Tifinagh,Alphabet,2,2 bytes,,,4.0318,3.9875,4.0173,4.2594,3.1819,3.2568,3.3577,3.7154,4.1606,4.1525,4.1287,4.0869,2.5624,2.704,2.9165,3.1789,3.1023,3.1424,3.2015,3.5734,3.5569,3.606,3.6748,3.7568
tat,Cyrl,tata1255,Tatar,,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > North Kipchak > Bashkiric,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > North Kipchak,Tatar,tat_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,13992169,13955010,4.5981,4.6092,4.5371,3.9203,2.8099,2.7529,2.4611,1.7524,3.9178,3.6388,3.0303,1.9145,2.205,2.1321,1.9799,1.6061,2.9507,2.9955,2.94,2.6303,2.6063,2.5804,2.4663,2.1194
tel,Telu,telu1262,Telugu,,Dravidian,South Dravidian,South Dravidian II,Dravidian > South Dravidian > South Dravidian II > Teluguic,Dravidian > South Dravidian II,Telugu,tel_Telu,997,Telugu,Abugida,3,3 bytes,34841942,34709401,3.1133,3.2716,3.5159,3.8299,4.3126,4.4013,4.2509,4.132,4.4341,4.5181,4.6525,4.4929,2.7755,2.8726,2.9843,3.0455,4.2449,4.2624,3.9798,3.8826,3.9316,4.0201,4.1612,4.166
tgk,Cyrl,taji1245,Tajik,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic > Eastern Farsic > Tajikic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian > Eastern Farsic > Tajikic,Tajik,tgk_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,10533180,10506081,4.7961,4.7339,4.5398,3.6322,3.0942,3.0433,2.7522,1.9715,4.2889,4.0111,3.3997,2.1717,2.2562,2.1936,2.0893,1.8262,3.2653,3.3441,3.3332,3.0997,2.8766,2.8854,2.8311,2.5675
tha,Thai,thai1261,Thai,,Tai-Kadai,Kam-Tai,Daic-Beic,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Thai PH > Lao-Thai,Tai-Kadai > Southwestern Thai PH,Thai,tha_Thai,997,Thai,Abugida,3,3 bytes,745804664,741927782,3.088,3.3274,3.6537,4.162,3.907,3.8641,3.9613,4.5722,4.5609,4.6558,4.829,5.0162,2.9085,3.071,3.274,3.4511,3.75,3.7044,3.838,4.4057,4.206,4.2998,4.4584,4.7024
tir,Ethi,tigr1271,Tigrinya,,Afro-Asiatic,Semitic,West Semitic,Afro-Asiatic > Semitic > West Semitic > Ethiosemitic,Afro-Asiatic > Semitic > Ethiosemitic,Tigrinya,tir_Ethi,997,Ethiopic,Abugida,3,3 bytes,1422770,1408041,3.8407,4.1646,4.597,4.7023,3.7144,4.0399,4.5094,4.9362,5.5931,5.6748,5.7578,5.467,1.9426,2.0589,2.2436,2.4463,3.6955,4.006,4.3226,4.1431,2.7993,2.8522,2.8923,2.6999
tpi,Latn,tokp1240,Tok Pisin,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglic > Later Anglic > Middle-Modern English > Macro-English > Pacific Creole English > Early Melanesian Pidgin,Indo-European > Germanic > West Germanic > North Sea Germanic > Pacific Creole English,Tok Pisin,tpi_Latn,997,Latin,Alphabet,1,1 byte,,,3.5221,3.7709,4.063,4.3369,1.8272,1.8125,1.7084,1.4185,2.566,2.4103,2.1114,1.544,1.6616,1.5816,1.4168,1.1725,1.837,1.8283,1.7459,1.4969,1.8691,1.8314,1.7151,1.3754
tsn,Latn,tswa1253,Tswana,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Central Sotho-Tswana,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana,Tswana,tsn_Latn,997,Latin,Alphabet,1,1 byte,386856,383554,3.9417,4.2777,4.6827,5.1784,1.905,1.8457,1.6244,1.1328,2.8521,2.5811,2.0719,1.2502,1.6002,1.5262,1.3832,1.0763,1.9988,1.9972,1.8969,1.611,1.908,1.8594,1.7134,1.3613
tso,Latn,tson1249,Tsonga,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Tsonga-Copi > Tswa-Ronga (S.50) > Tsongan,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Tsonga-Copi,Tsonga,tso_Latn,997,Latin,Alphabet,1,1 byte,127912,127165,3.7356,4.0447,4.4075,4.7596,1.8557,1.8175,1.6406,1.1998,2.7557,2.5238,2.0749,1.3177,1.5737,1.4992,1.3313,1.0305,1.9238,1.9309,1.857,1.5975,1.8684,1.8256,1.6926,1.362
tuk,Latn,turk1304,Turkmen,,Turkic,Common Turkic,Oghuz,Turkic > Common Turkic > Oghuz > Nuclear Oghuz > East Oghuz,Turkic > Common Turkic > Oghuz > East Oghuz,Turkmen,tuk_Latn,997,Latin,Alphabet,1,1 byte,3821690,3808159,3.6932,4.0337,4.4636,5.122,1.5942,1.5269,1.3649,1.0091,2.4013,2.146,1.7448,1.1149,1.5066,1.3327,1.0272,0.778,1.6816,1.663,1.5872,1.3997,1.4509,1.3931,1.2864,1.0683
tum,Latn,tumb1250,Tumbuka,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Tumbuka-Sena-Nyanja > Tumbukic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Tumbuka-Sena-Nyanja > Tumbukic,Tumbuka,tum_Latn,997,Latin,Alphabet,1,1 byte,,,4.0447,4.3827,4.7822,5.2141,1.9976,1.9497,1.7329,1.2268,2.962,2.7051,2.1992,1.3522,1.6971,1.5959,1.3841,1.0217,2.0722,2.08,1.9849,1.669,1.9529,1.9132,1.7736,1.4022
tur,Latn,nucl1301,Turkish,,Turkic,Common Turkic,Oghuz,Turkic > Common Turkic > Oghuz > Nuclear Oghuz > West Oghuz,Turkic > Common Turkic > Oghuz > West Oghuz,Turkish,tur_Latn,997,Latin,Alphabet,1,1 byte,1975738495,1964050769,2.9954,3.1965,3.4184,3.547,1.6445,1.6595,1.619,1.4547,2.3458,2.2208,1.9899,1.5749,1.43,1.3257,1.1051,0.8381,1.6496,1.6661,1.6298,1.4789,1.4376,1.3997,1.3118,1.0817
twi,Latn,akua1239,Akuapem Twi,,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Central Tano > Akanic > Akan > Twi,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo,Akuapem Twi,twi_Latn_akua1239,997,Latin,Alphabet,1,1 byte,,,3.3277,3.6345,4.0328,4.7154,1.4379,1.3585,1.1674,0.8525,2.1464,1.8912,1.4754,0.9353,1.4516,1.3555,1.1578,0.7713,1.5055,1.4637,1.3422,1.0959,1.4573,1.3723,1.1953,0.8852
twi,Latn,asan1239,Asante Twi,,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Central Tano > Akanic > Akan > Twi,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo,Asante Twi,twi_Latn_asan1239,997,Latin,Alphabet,1,1 byte,,,3.4308,3.7513,4.1653,4.8911,1.5132,1.434,1.2369,0.9202,2.2497,1.9872,1.5583,1.0085,1.5169,1.4143,1.2052,0.8022,1.5695,1.5244,1.3756,1.1168,1.5085,1.413,1.208,0.8901
tyv,Cyrl,tuvi1240,Tuvan,,Turkic,Common Turkic,South Siberian Turkic,Turkic > Common Turkic > South Siberian Turkic > Sayan-Yenisei Turkic > Sayan,Turkic > Common Turkic > South Siberian Turkic > Sayan,Tuvinian,tyv_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,,,4.6524,4.6083,4.4612,3.7889,3.2347,3.2382,3.0249,2.295,4.417,4.2114,3.6918,2.5139,2.5012,2.4492,2.3526,2.0056,3.3679,3.4715,3.5043,3.3144,3.128,3.1286,3.0578,2.7731
uig,Arab,uigh1240,Uyghur,,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uyghuric,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Uyghuric,Uyghur,uig_Arab,997,Arabic,Abjad,2,2 bytes,2481026,2473081,6.0034,6.2448,6.3044,5.0172,2.7157,2.5262,1.9617,1.0023,4.038,3.5156,2.4941,1.1056,2.249,2.1739,2.0514,1.7013,3.064,3.1152,3.072,2.817,2.8186,2.8124,2.7107,2.3264
ukr,Cyrl,ukra1253,Ukrainian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > East Slavic > Ukrainian-Rusyn,Indo-European > Balto-Slavic > Slavic > East Slavic > Ukrainian-Rusyn,Ukrainian,ukr_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,911455063,899679131,1.5451,1.4197,1.3288,1.2258,2.5578,2.4482,2.1148,1.5066,1.862,1.8607,1.8253,1.5051,1.7159,1.6614,1.5814,1.5122,2.7107,2.6875,2.5527,2.1209,2.1424,2.1519,2.1374,1.9527
umb,Latn,umbu1257,Umbundu,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > Njila > Southern Njila > Kunene,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > Njila > Southern Njila > Kunene,Umbundu,umb_Latn,997,Latin,Alphabet,1,1 byte,,,3.2162,3.4972,3.8382,4.3089,1.5418,1.5077,1.3493,0.9913,2.2839,2.0907,1.705,1.091,1.3576,1.2484,1.0191,0.7538,1.592,1.5974,1.5248,1.2869,1.4899,1.4557,1.3445,1.0653
urd,Arab,urdu1245,Urdu,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Indo-Aryan Central zone > Western Hindi > Hindustani,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Indo-Aryan Central zone,Urdu,urd_Arab,997,Arabic,Abjad,2,2 bytes,52677605,52410770,4.8608,4.859,4.5587,2.8,2.444,2.2419,1.7456,0.9897,3.4603,2.976,2.1246,1.0734,1.8526,1.6853,1.5442,1.3982,2.7726,2.7747,2.6733,2.364,2.105,2.0641,1.9406,1.6172
uzn,Latn,nort2690,Northern Uzbek,,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uzbek,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Uzbek,Northern Uzbek,uzn_Latn,997,Latin,Alphabet,1,1 byte,36822402,36635418,3.6183,3.952,4.3549,4.874,1.6026,1.5654,1.4414,1.0844,2.4071,2.1967,1.8431,1.1992,1.453,1.332,1.0831,0.8025,1.6843,1.6934,1.661,1.5324,1.5839,1.5511,1.478,1.2899
uzs,Arab,sout2699,Southern Uzbek,dev only,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uzbek,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Uzbek,Southern Uzbek,uzs_Arab,997,Arabic,Abjad,2,2 bytes,36822402,36635418,5.2238,5.3214,5.2811,3.8252,2.5716,2.376,1.9494,1.336,3.7021,3.2039,2.3923,1.433,2.36,2.0458,1.6322,1.2636,2.8781,2.8435,2.7043,2.3942,2.3224,2.2159,1.9874,1.547
vec,Latn,vene1259,Venetian,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Dalmatian Romance > Venetian,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Dalmatian Romance,Venetian,vec_Latn,997,Latin,Alphabet,1,1 byte,,,2.7327,2.852,2.9657,2.9416,1.4852,1.477,1.3908,1.2015,2.0451,1.9229,1.6821,1.2991,1.2694,1.2235,1.1374,1.0195,1.4971,1.4964,1.4277,1.2617,1.4157,1.3991,1.3275,1.1322
vie,Latn,viet1252,Vietnamese,,Austroasiatic,Vietic,Viet-Muong,Austroasiatic > Vietic > Viet-Muong,Austroasiatic > Vietic,Vietnamese,vie_Latn,997,Latin,Alphabet,1,1 byte,1815676717,1803286122,1.9532,1.9451,1.9018,1.7308,1.635,1.6285,1.617,1.6374,1.7666,1.7446,1.7377,1.7026,1.5166,1.4756,1.4007,1.3676,1.6276,1.6169,1.6016,1.6121,1.5527,1.5457,1.553,1.5793
vmw,Latn,cent2033,Emakhuwa (Central),,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > North Mozambique Bantu > Makua-Lomwe > Makhuwa,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > North Mozambique Bantu,Makhuwa,vmw_Latn,997,Latin,Alphabet,1,1 byte,,,3.7706,4.1022,4.5,5.0213,1.782,1.7419,1.533,1.0406,2.6988,2.4632,1.9688,1.1538,1.6075,1.4973,1.2137,0.7859,1.8669,1.8965,1.8436,1.5957,1.7757,1.7338,1.5944,1.2612
war,Latn,wara1300,Waray,,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan > Central Bisayan > Warayan > Samar-Waray,Austronesian > Greater Central Philippine > Bisayan > Central Bisayan,Waray,war_Latn,997,Latin,Alphabet,1,1 byte,5160491,5140938,3.4192,3.5785,3.7165,3.7869,1.8729,1.903,1.8597,1.5796,2.7033,2.5839,2.3194,1.7236,1.6983,1.6576,1.5295,1.1563,1.8956,1.9464,1.9482,1.7785,1.996,1.97,1.8744,1.5987
wol,Latn,nucl1347,Wolof,,Atlantic-Congo,North-Central Atlantic,Wolof-BKK,Atlantic-Congo > North-Central Atlantic > Wolof-BKK > Wolofic,Atlantic-Congo > North-Central Atlantic > Wolof-BKK,Wolof,wol_Latn,997,Latin,Alphabet,1,1 byte,301486,299205,3.1368,3.4247,3.7846,4.3244,1.4779,1.4632,1.3502,1.008,2.2121,2.0463,1.7208,1.1111,1.2589,1.1773,1.0348,0.9174,1.5242,1.5455,1.5112,1.3417,1.4849,1.4721,1.406,1.1761
wuu,Hans,suhu1238,Wu Chinese,dev only,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Sino-Tibetan > Sinitic > Classical-Middle-Modern Sinitic > Middle-Modern Sinitic > Wu-Hui Chinese > Wuic > Wu Chinese > Taihu,Sino-Tibetan > Sinitic > Wu-Hui Chinese,Wu Chinese,wuu_Hans,997,Han (Simplified),Logographic,3,3 bytes,,,2.5378,2.7109,2.9014,2.9282,1.4807,1.5312,1.5627,1.4941,2.1193,2.0567,1.9331,1.6251,1.0902,1.0557,0.9993,0.9235,1.4783,1.5286,1.5566,1.4755,1.2463,1.2574,1.2519,1.1025
xho,Latn,xhos1239,Xhosa,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40),Xhosa,xho_Latn,997,Latin,Alphabet,1,1 byte,2214453,2207154,3.3747,3.6768,4.0571,4.5544,1.5275,1.4889,1.3211,0.9426,2.2994,2.0904,1.684,1.0381,1.41,1.3086,1.0865,0.7399,1.5944,1.6077,1.5529,1.3482,1.5259,1.4878,1.3732,1.1057
ydd,Hebr,east2295,Eastern Yiddish,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > High German > Middle German > East Middle German > Schlesisch-Wilmesau,Indo-European > Germanic > West Germanic > High German > Middle German > East Middle German,Eastern Yiddish,ydd_Hebr,997,Hebrew,Abjad,2,2 bytes,,,3.4338,3.5722,3.8922,4.682,3.2125,3.4852,3.9305,4.7197,4.7778,4.8692,5.0266,5.234,2.9851,3.2047,3.4567,3.0094,3.195,3.4622,3.8886,4.5847,4.4415,4.5434,4.7091,4.8965
