Code,Script,Glottocode,Name,Notes,Family,Subfamily_1,Subfamily_2,Full_Classification,Minimal Full Classification,Language,Code_orig,Sentences,Script_Name,Script_Type,Script_Tier,Bytes_Per_Char,cc_pages,cc_urls,prem_raw_entropy_t_1.1904,prem_raw_entropy_t_1.3340,prem_raw_entropy_t_1.4946,prem_raw_entropy_t_1.7988,prem_raw_monotonicity_t_0.2359,prem_raw_monotonicity_t_0.3662,prem_raw_monotonicity_t_0.5928,prem_raw_monotonicity_t_0.9496,prem_raw_combined_t_0.2359,prem_raw_combined_t_0.3662,prem_raw_combined_t_0.5928,prem_raw_combined_t_0.9496,prem_norm_entropy_t_0.4072,prem_norm_entropy_t_0.5293,prem_norm_entropy_t_0.7222,prem_norm_entropy_t_1.0371,prem_norm_monotonicity_t_0.2480,prem_norm_monotonicity_t_0.3887,prem_norm_monotonicity_t_0.6260,prem_norm_monotonicity_t_1.0039,prem_norm_combined_t_0.2480,prem_norm_combined_t_0.3887,prem_norm_combined_t_0.6260,prem_norm_combined_t_1.0039
ell,Grek,mode1248,Greek,,Indo-European,Classical Indo-European,Graeco-Phrygian,Indo-European > Classical Indo-European > Graeco-Phrygian > Greek > South Greek > Central Greek > Koineic Greek > Modern Koineic Greek > Nuclear Modern Greek,Indo-European > Graeco-Phrygian,Greek,ell_Grek,997,Greek,Alphabet,2,2 bytes,1086923125,1081601897,3.7598,3.6273,3.4894,2.8845,3.3971,3.5025,3.4908,3.0883,4.3649,4.3176,4.1162,3.3801,2.4182,2.3327,2.1604,1.7926,3.4804,3.6401,3.7981,3.779,3.1183,3.1707,3.2287,3.2213
eng,Latn,stan1293,English,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglic > Later Anglic > Middle-Modern English > Macro-English,Indo-European > Germanic > West Germanic > North Sea Germanic,English,eng_Latn,997,Latin,Alphabet,1,1 byte,88502069080,87766779120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
epo,Latn,espe1235,Esperanto,,Artificial Language,Esperantic,,Artificial Language > Esperantic,Artificial Language > Esperantic,Esperanto,epo_Latn,997,Latin,Alphabet,1,1 byte,16488806,16428426,3.059,3.3034,3.5922,3.9319,1.4546,1.436,1.3341,1.0778,2.1435,1.9809,1.68,1.1867,1.2542,1.1634,1.0091,0.8834,1.4897,1.4933,1.4444,1.2677,1.3786,1.3613,1.299,1.0911
eus,Latn,basq1248,Basque,,Isolate,,,Isolate,Isolate,Basque,eus_Latn,997,Latin,Alphabet,1,1 byte,64561327,63938667,3.3492,3.6607,4.0524,4.6207,1.4443,1.3858,1.2287,0.8962,2.1583,1.9339,1.5625,0.9853,1.3384,1.1851,0.9112,0.7495,1.5192,1.5048,1.4248,1.2333,1.3758,1.3329,1.2387,1.0198
ewe,Latn,ewee1241,Ewe,,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Western Gbe > Eweic,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Western Gbe,Ewe,ewe_Latn,997,Latin,Alphabet,1,1 byte,,,3.427,3.7464,4.1577,4.8976,1.5028,1.4292,1.2304,0.9191,2.2588,2.0024,1.5696,1.0139,1.4651,1.3738,1.1891,0.8271,1.5664,1.5346,1.4129,1.1701,1.4992,1.4161,1.2365,0.9225
fao,Latn,faro1244,Faroese,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Icelandic-Faroese,Indo-European > Germanic > North Germanic > West Scandinavian > Icelandic-Faroese,Faroese,fao_Latn,997,Latin,Alphabet,1,1 byte,8203838,8160846,3.3525,3.6408,4.0015,4.51,1.5011,1.4249,1.2649,1.0129,2.2381,1.9863,1.6029,1.1125,1.3788,1.2383,1.0074,0.8352,1.5631,1.5305,1.4231,1.2376,1.3943,1.3383,1.2229,1.0059
fij,Latn,fiji1243,Fijian,,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Eastern Fijian > Nuclear Eastern Fijian > Viwa-Lomaiviti-East Viti Levu,Austronesian > Eastern Malayo-Polynesian > Eastern Fijian,Fijian,fij_Latn,997,Latin,Alphabet,1,1 byte,191398,189932,3.5596,3.8225,4.1299,4.453,1.8646,1.8496,1.7062,1.2981,2.7828,2.5793,2.1655,1.4225,1.5734,1.4962,1.3181,1.0215,1.9125,1.9397,1.8865,1.6436,1.8783,1.8448,1.7285,1.3994
fil,Latn,fili1244,Filipino,,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Tagalogic > Tagalog-Filipino,Austronesian > Greater Central Philippine > Tagalogic,Filipino,fil_Latn,997,Latin,Alphabet,1,1 byte,,,3.4066,3.5415,3.6558,3.7393,1.802,1.8421,1.8298,1.6541,2.6581,2.5465,2.3134,1.8205,1.7132,1.6754,1.5405,1.0983,1.8223,1.8772,1.9002,1.812,2.0341,2.0159,1.9459,1.7196
fin,Latn,finn1318,Finnish,,Uralic,Finnic,Coastal Finnic,Uralic > Finnic > Coastal Finnic > Neva > North Finnic > Nuclear Finnish,Uralic > Finnic > North Finnic,Finnish,fin_Latn,997,Latin,Alphabet,1,1 byte,754585351,748584150,2.5497,2.6358,2.7208,2.6411,1.4947,1.4705,1.3867,1.2514,1.9331,1.8106,1.6072,1.326,1.3782,1.296,1.1503,0.9201,1.5076,1.49,1.4184,1.3036,1.3563,1.3092,1.2189,1.0864
fon,Latn,fonn1241,Fon,,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Eastern Gbe > Fongbeic,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Eastern Gbe,Fon,fon_Latn,997,Latin,Alphabet,1,1 byte,,,4.009,4.3757,4.8511,5.6979,1.7272,1.6606,1.4772,1.168,2.5909,2.3257,1.8807,1.2866,1.7047,1.6085,1.4197,1.0036,1.7907,1.7618,1.6514,1.4193,1.7068,1.617,1.4404,1.1209
fra,Latn,stan1290,French,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Global French,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Global French,French,fra_Latn,997,Latin,Alphabet,1,1 byte,8938152817,8869369439,1.6512,1.6313,1.6158,1.514,1.3848,1.3833,1.3428,1.2827,1.4162,1.3931,1.3542,1.2954,1.3587,1.3397,1.2991,1.2383,1.3826,1.3772,1.3329,1.2728,1.295,1.2826,1.2581,1.2222
fur,Latn,east2271,Friulian,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Friulian,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Friulian,Friulian,fur_Latn,997,Latin,Alphabet,1,1 byte,,,3.0565,3.2093,3.3477,3.3007,1.5789,1.5677,1.4684,1.2283,2.2288,2.0845,1.7996,1.3403,1.3655,1.3143,1.2175,1.0966,1.6058,1.6124,1.5561,1.3782,1.5182,1.5043,1.444,1.2371
fuv,Latn,nige1253,Nigerian Fulfulde,,Atlantic-Congo,North-Central Atlantic,Fula-Sereer,Atlantic-Congo > North-Central Atlantic > Fula-Sereer > Fula > Eastern Fula,Atlantic-Congo > North-Central Atlantic > Fula-Sereer,Nigerian Fulfulde,fuv_Latn,997,Latin,Alphabet,1,1 byte,,,2.9952,3.2554,3.5658,3.9527,1.4847,1.4709,1.3675,1.0288,2.2006,2.0426,1.7292,1.1268,1.2607,1.1994,1.077,0.8657,1.5274,1.5432,1.5066,1.3153,1.4885,1.4605,1.3804,1.1272
gaz,Latn,west2721,West Central Oromo,,Afro-Asiatic,Cushitic,East Cushitic,Afro-Asiatic > Cushitic > East Cushitic > Lowland East Cushitic > Southern Lowland East Cushitic > Mainstream Lowland East Cushitic > Oromoid > Nuclear Oromo,Afro-Asiatic > Cushitic > Oromoid,West Central Oromo,gaz_Latn,997,Latin,Alphabet,1,1 byte,927830,923231,3.8256,4.1665,4.5645,5.0239,1.7482,1.7189,1.5813,1.1631,2.5985,2.3887,2.0013,1.2773,1.5653,1.4319,1.1464,0.8329,1.8273,1.8493,1.8191,1.6571,1.6835,1.655,1.5694,1.3454
gla,Latn,scot1245,Scottish Gaelic,,Indo-European,Classical Indo-European,Celtic,Indo-European > Classical Indo-European > Celtic > Nuclear Celtic > Core Celtic > Insular Celtic > Goidelic > Modern Goidelic > Eastern Goidelic,Indo-European > Celtic > Goidelic > Eastern Goidelic,Scottish Gaelic,gla_Latn,997,Latin,Alphabet,1,1 byte,2973293,2962154,4.0934,4.4712,4.9503,5.7412,1.7665,1.6966,1.5034,1.0885,2.6365,2.3744,1.9164,1.2016,1.6645,1.535,1.2815,0.9584,1.8561,1.8502,1.7652,1.5496,1.7482,1.7065,1.5872,1.2983
gle,Latn,iris1253,Irish,,Indo-European,Classical Indo-European,Celtic,Indo-European > Classical Indo-European > Celtic > Nuclear Celtic > Core Celtic > Insular Celtic > Goidelic > Modern Goidelic,Indo-European > Celtic > Goidelic,Irish,gle_Latn,997,Latin,Alphabet,1,1 byte,12046808,11970817,3.9726,4.3439,4.8213,5.6094,1.6361,1.5594,1.3553,0.9571,2.4688,2.1935,1.7331,1.0552,1.5352,1.4039,1.174,0.9321,1.7521,1.7387,1.6639,1.4697,1.6406,1.6013,1.5055,1.2464
glg,Latn,gali1258,Galician,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance,Galician,glg_Latn,997,Latin,Alphabet,1,1 byte,70206749,69830421,2.115,2.1229,2.1174,1.9774,1.4555,1.4378,1.3625,1.2469,1.6892,1.6191,1.4892,1.2964,1.3021,1.2746,1.2268,1.1631,1.4517,1.431,1.3559,1.2354,1.3573,1.3359,1.2782,1.1648
gom,Deva,goan1235,Goan Konkani,dev only,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone > Marathic > Marathi-Konkani,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone,Goan Konkani,gom_Deva,997,Devanagari,Abugida,3,3 bytes,,,2.8311,2.9824,3.212,3.391,3.5521,3.6897,3.7787,3.8067,4.1038,4.1855,4.3335,4.176,2.5774,2.6583,2.7219,2.7943,3.5205,3.6371,3.6016,3.6368,3.6524,3.7377,3.8752,3.9312
gug,Latn,para1311,Paraguayan Guaraní,,Tupian,Eastern Tupian,Maweti-Guarani,Tupian > Eastern Tupian > Maweti-Guarani > Aweti-Guarani > Tupi-Guarani > Southern Tupi-Guarani > Tupi-Guarani Subgroup I > Tupi-Guarani Subgroup I.A > Paraguay-Brazil Guarani,Tupian,Paraguayan Guaraní,gug_Latn,997,Latin,Alphabet,1,1 byte,,,3.2904,3.5788,3.9404,4.5038,1.5488,1.4663,1.2683,0.9358,2.2506,1.996,1.58,1.0231,1.4551,1.3316,1.0824,0.7688,1.5979,1.5528,1.4058,1.137,1.4786,1.4006,1.2297,0.9286
guj,Gujr,guja1252,Gujarati,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Apabhramsic > Gujarati-Rajasthani > Gujaratic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Apabhramsic,Gujarati,guj_Gujr,997,Gujarati,Abugida,3,3 bytes,20627706,20505300,2.8245,3.0336,3.3372,3.694,3.8313,3.9585,4.0436,3.9024,4.1765,4.2583,4.3696,4.2084,2.6046,2.6924,2.7047,2.8053,3.7747,3.8627,3.8431,3.5637,3.6965,3.7824,3.9236,3.8252
hat,Latn,hait1244,Haitian Creole,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Circum-Caribbean French,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Circum-Caribbean French,Haitian Creole,hat_Latn,997,Latin,Alphabet,1,1 byte,3318663,3308474,2.9951,3.2639,3.6011,4.1255,1.3451,1.3177,1.2074,0.9197,2.0223,1.8515,1.544,1.0183,1.1533,1.0671,0.9384,0.8711,1.3968,1.4055,1.3692,1.2144,1.3342,1.3263,1.2816,1.088
